"No.","Time","Source","Destination","Protocol","Length","Info"
"9324","51.982436","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9325","51.987871","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9326","51.998605","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9327","51.999742","128.206.20.147","128.206.20.43","UDP","83","60857  >  49636 Len=41"
"9328","52.000096","128.206.20.43","128.206.20.147","UDP","83","49636  >  60857 Len=41"
"9329","52.003848","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9330","52.004259","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9331","52.008213","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9332","52.013905","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9333","52.020152","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9334","52.023902","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9335","52.027828","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9336","52.033885","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9337","52.038203","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9338","52.049741","128.206.20.43","128.206.20.147","UDP","617","49639  >  60857 Len=575"
"9339","52.050233","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9340","52.057754","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9341","52.068499","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9342","52.070786","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9343","52.077001","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9344","52.091348","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9345","52.098364","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9346","52.108890","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9347","52.115562","128.206.20.43","128.206.20.147","UDP","623","49639  >  60857 Len=581"
"9348","52.117658","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9349","52.123896","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9350","52.127817","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9351","52.137715","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9352","52.147708","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9353","52.151891","128.206.20.147","128.206.20.43","UDP","626","60857  >  49639 Len=584"
"9354","52.158070","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9355","52.160093","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9356","52.168553","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9357","52.173979","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9358","52.178074","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9359","52.183089","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9360","52.187673","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9361","52.199134","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9362","52.205352","128.206.20.43","128.206.20.147","UDP","635","49639  >  60857 Len=593"
"9363","52.208458","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9364","52.218398","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9365","52.228513","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9366","52.228584","128.206.20.43","128.206.20.147","UDP","221","49636  >  60857 Len=179"
"9367","52.237736","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9368","52.249844","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9369","52.249845","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9370","52.252229","128.206.20.147","128.206.20.43","UDP","221","60857  >  49636 Len=179"
"9371","52.253903","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9372","52.258291","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9373","52.263892","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9374","52.267814","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
